Palabra	Texto	Folio	Página
Tunbez	y como llegase aquel traydor de Machicao a <i>Panama</i> y estubiese un Juan de Yllanes en <i>Panama</i> haçiendo gente para el visorrey, dexan a Juan de Yllanes y pasanse a Machicao. Fuese Juan de Yllanes al Nombre de Dios. Los vezinos de <i>Quito</i> y <i>Guayaquil</i> salieron a verse con el visorrey y ofreçieronle sus personas y haçiendas. Salio al visorrey un Gomez de Estaçio y Rodrigo de Ocampo y otros muchos porque todos vinieron hasta <b>Tunbez</b> por el. Como el visorrey fuese a <i>Quito</i>, hiço quanta gente pudo. Machicao [en] <i>Panama</i> hiço mucha gente y mui grandes agravios a los mercaderes e vezinos. Como el visorrey tubiese seyssçientos honbres en <i>Quito</i>, binose hacia San Miguel.	34v	173
Tunbez	Çepeda y el tirano Gonçalo Piçarro, como supieron quel bisorrey benia haçia San Miguel con gente, despacharon quatro o çinco capitanes y que bieniesen haçiendo gente haçia Truxillo y San Miguel en que fuera uno un Billegas y un Manuel Destaçio, hermano de Gomez de Estaçio, el que salio al bisorrey en <b>Tunbez</b> y el tirano de Gonçalo Diaz, que se huyo desde <i>Guadachili</i> y escrivio a Hernando de Alvarado el que envio el bisorrey a Truxillo y <i>Chachapoyas</i> [a] haçer gente	34v	173
Tunbez	Pues como Machicao, que el tirano Gonçalo Piçarro enbio a <i>Panama</i>, ubiese hecho mucha gene y muchos agravios, enbarcose con ella y binose haçia <b>Tunbez</b> y desenbarcose alli y fuese el rio arriba haçia <i>Chinpo</i>, que es camino de <i>Quito</i> y alli desembarco y se subio haçia la sierra y se fue haçia <i>Luiza</i> a tienpo que bisorrey se retraya haçia <i>Quito</i> y el tirano Caravajal, maese de campo, le yba dando alcançe	36r	176
Tunbez	binose el presidente [Gasca] a <b>Tunbez</b> con su armada y alli supo de la muerte de Pedro de Puelles	39v	184
Tunbez	Salio el presidente [Gasca] de <b>Tunbez</b>. Se bino haçia San Miguel y de alli se bino a los terminos de Truxillo y por el <i>camino</i> de <i>Zaña</i> encamino toda la gente haçia <i>Caxamarca</i> y se bino el a Truxillo	39v	184
Tunbez	y el caminó y se fue la buelta de los <i>guambos</i> <i>Guancabanba</i> y se fue haçia los <i>paltas</i> y los <i>capitanes</i> que por los llanos venian se subieron por <i>Caxas</i> y los enbio que fuesen haçia <i>Carrochanbo</i> y se bajasen a <b>Tunbez</b> y el se fue a bajar por los <i>morletudos</i> questan como los canales [sic por <i>cañares</i>]	47r	199
Tutora	pues como Diego Çenteno se bolviese a los <i>Charcas</i> a do hera vezino y obiese quedado Piçarro a un Almendras por corregidor, matolo Diego Çenteno y alço bandera por Su Magestad y en el <i>Cuzco</i> avia quedado a Toro por corregidor y como lo supiese que se avia alzado Çenteno y [que] avia muerto al Almendras, hizo gente y fue sobre el. Avianse llegado con Diego Çenteno algunos soldados de los que avian ydo a <i>Chile</i> con Almagro que despues de la vatalla de <i>Chupas</i> avian entrado con Diego de Roxas por una <i>provinçia</i> que se dize <i>Tucuman</i> que confina con el rio de La Plata porque el governador Vaca de Castro le probeyo de capitan y murio el Roxas alla y toda la gente se salia desbaratada y mal proveyda y como llegase todo del <i>Cuzco</i> fueronse retrayendo haçia el repartimiento de Diego Çenteno que se llama La <b>Tutora</b> y bolviose Toro al <i>Cuzco</i>.	36r	176
unku	Dio a todos los <i>señores</i> que por las <i>provinçias</i> estavan que a los pobres y guerfanos se sustentasen y diesen de bestir y de comer quando salian al llano a comer o almorçar o a zenar y que alli les diesen de comer y un bestido [sic <b>unku</b> masculino; <i>aksu</i> femenino] de tiempo a tiempo y mandoles que lo que estubiese en aquellos <i>depositos</i> si la tal <i>provinçia</i> tubiese neçesidad se diese a los que mas neçesidad tubiesen y si acaso su gente de guerra pasase por alli les diesen de comer de aquello alli depositado y de bestir de aquella <i>ropa</i> y el año benidero lo tornasen a poner tiniento <i>quenta y raçon</i> a quien se dava para que lo pagasen y lo pusiesen alli. 	45v	196
Urcos	Así encaminada su gente de doze en doçe como digo vinieron proueidos de todo lo nesçesario y el quedose a la postre con algunos capitanes; luego se supo de su venida y como lo supiese el <i>ynga</i> que estaba sobre el <i>Cusco</i> y lo tenia zercado, alço el çerco y fuese al valle de <i>Tanpo</i> a verse con el adelantado y enviole sus <i>mensajeros</i> a hazerle saver el agravio que le avian hecho y sínjustiçia y mal tratamiento y estuvole esperando el adelantado en el valle de <b>Urcos</b>.	21r	146
Urcos	tubieron otra zerimonia los <i>yngas</i> y <i>señores</i> y fue que en una laguna questa en <b>Urcos</b>, ocho leguas o diez del <i>Cuzco</i>, sacaban agua della y en una pila que alli estava de piedra se labavan quando enpeçava a ser de dia aquellos <i>señores</i> que yban al sacrefiçio porque dezian que avia de entrar linpios en aquellas zerimonias y <i>casas del sol</i>.	45v	196
Urcos	Y estando [Guayna Capac] en el <i>Cuzco</i> quieto y paçifico inieronle nuevas que los <i>chonos</i> y <i>guancavilcas</i> en La Culata se le avian revelado contra su <i>governador</i> <i>señor</i> de <i>La Puna</i>. Aperçivio toda su gente de guerra y toma sus <i>capitanes</i> e ynbialos que bayan haçia [a]lla poco a poco y el quedose en el <i>Cuzco</i> con su hijo el <i>Guascar</i> que era el mayorazgo y ordeno que quedasen por sus ayos y <i>governadores</i> <i>Ylla Oma Tizo</i>, su primo <i>Yupangui</i>, tambien su primo <i>señor</i> de <b>Urcos</b> y [de] <i>Moyna</i>. 	46v	198
Urcos	savido por el <i>Guascar</i> y por sus tios, adereçan su gente y vienen a reçevirle a la puente de <i>Apurima</i> y alli le desvarataron y bolvio fuyendo [sic por huyendo]. Yba tras el el <i>señor</i> de <b>Urcos</b> y <i>Moyna</i> con mucha gente. Yvale dando alcanze y el fuese retrayendo azia <i>Jauxa</i> creyendo que los <i>guancas</i> le favoreszerian y al fin fuese retrayendo haçia los <i>chachapoyas</i>	48r	201
Uymay	Benimos al valle de Hincha [sic por <i>Chincha</i>] y Almagro fuese de alli hazia el valle de <b>Uymay</b> a do tenia hecho un <i>pueblo</i> y subiose a un asiento y <i>casa de ynga</i> que se dize <i>Limaycasca</i>.	26v	157
vatatas	en las sierras ay otra orden que en los llanos, que los <i>yndios</i> que texen e ylan e haçen ropa llaman <i>cunbicos</i> que nosotros llamamos texedores y a las <i>mugeres</i> les haçia trabajar y azer comidas y senbrar sus legunbres, <i>papas</i>, <i>mayz</i> o la <i>quinoa</i>, <i>camotes</i> que en Santo Domingo llamavan <b>vatatas</b>, calavazas que en otra parte les llaman <i>auyamas</i>	43v	192
Villac Umu	Dixole Hernando de Piçarro [a Mango Inga] que avia dicho [Guascar] antes que muriese que, si le daban el <i>señorio</i> y la <i>borla</i> de la tierra, que él daria más que su hermano <i>Atabalipa</i> avia dado como no le quebrasen bagisas [sic por vasijas] de oro / y plata, el <i>inga</i> [Mango Inga] le respondio que en aquel tiempo hera mochacho y que no tenia cuenta con ello y sus tios Ylaoma [sic por <b>Villac Umu</b>] [y] <i>Quiso Yupangue</i>, <i>señores</i>, lo avian escondido y que ya heran muertos	18r/18v	140-141
waraka	como los <i>yndios</i> fuesen muchos, tiraban tantas de [sic] piedras con las hondas [sic por <b>waraka</b> y con las manos desde arriba de lo alto que dieron a Pedro de Lerma, capitan, una pedrada en los dientes que le quebraron los dientes y la boca. <i>Ahillaron</i> a Diego de Agüero / y a su caballo. Vieronse en tanto aprieto en aquel dia que rescibieron muy gran trabajo; quitaron a Diego de Agüero y a su caballo no pudieron quitallo. Aquel mancebo, sobrino de Juan de Panes, que a el y su caballo delante de todos lo hizieron pedaços. Retruxo Pedro de Lerma a la <i>cibdad</i> y ponese sus guardas y sentinelas al rededor de la <i>cibdad</i>.	19r/19v	142 - 143
xabuey	saliose este governador Piçarro con toda aquella gente de la <i>çiudad</i> de Los Reyes y fuese al valle de <i>Pachacama</i> y otro día a una fuente que llaman los <i>yndios</i> <b>xabuey</b> y otro día a <i>Chirca</i> a do tenia puesta gente de esplas para saver de las cosas de Almagro y supo dellos estarse quedo en el valle de <i>Chincha</i> Almagro y alli aconsexamos todos los vezinos de la tierra que alli estavamos con el, se viese con Almagro y se concertasen de tal manera que tuviesemos paz. tuviesemos paz.	24r	152
Xayanca	los que no fueron con el [Hernando Piçarro], asento real el tirano [Gonçalo Piçarro] en <b>Xayanca<b> … y como supiese deste traydor el bisorrey que quedava el tirano {Gonçalo Piçarro] en <b>Xayanca</b> con toda la tierra muy bien aperçebido, quiso el bisorrey saver la gente que tenia y allola ser flaca y poca y mal aperzevida y enbio a llamar a Bela Nuñez, su hermano, que andava haçia <i>Payta</i> recogiendo alguna gente y avisale que se suba haçia los <i>paltas</i> quel se subera por <i>Caxas</i> y se juntaran alla en la sierra	35v	175
Yaguarcocha	llamaron aquella laguna <b>Yaguarcocha</b> que quiere dezir en nuestra lengua laguna de sangre	47v	200
Yca	Salimos de <i>Chincha</i> y fuimos al valle de <i>Limaycasca</i> que se dize <i>Sangallay</i> y tenia alli poblado Almagro un pueblo … fuimonos al <i>tambo</i> pintado porque el Adelantado don Diego de Almagro se subio por el valle arriba azia Guytara [sic por <i>Guaytara</i>]. Alli asentamos real y tuvimos neçesidad de comida y fue embiado a un Felipe Voscan al valle de <b>Yca</b> con gente que la truxese y fue con el un Villacastin vecino del conozco [sic por <i>Cuzco</i>]	27r	158
ychma	tubieron una gentelidad que al <>señor</i> que los governava en descreçion e quieta paz lo enbalsamavan con un balsamo de tan gran virtud que nunca se le cay el cabello ni se le pierde la figura sino questa tan entero como si estubiese vivo salvo que como aquel valsamo lo deshaçen con una tierra colorada que se llama yznra [sic por <b>ychma</b>] queda el cuero un poquito de color çetrino. Este valsamo lo tienen tan escondido que nunca e podido saver dellos qué arbol es, salvo que me dixo una <i>yndia</i> averlo alla en las montañas y los <i>mitimaes</i> que alla estan lo conoçen 	44r	193
Ylla Oma Tizo	e hiço y ordeno sobre las <i>guacas</i> un <i>señor</i> de los mas <i>prinçipales</i> como <i>obispo</i> que recogiese todo lo que a las <i>guacas</i> pertenesçiese y los <i>governadores</i> recogiesen el tributo de sus <i>ganados</i> y pusiesen recaudo en ellos y en lo que le tributaban dellos a este <i>señor</i> que era como <i>obispo</i>. Se llamo <b>Ylla Oma Tizo</b> que quiere dezir en nuestra lengua cabeça de sol claro.	46v	198
Ylla Oma Tizo	Y estando [Guayna Capac] en el <i>Cuzco</i> quieto y paçifico inieronle nuevas que los <i>chonos</i> y <i>guancavilcas</i> en La Culata se le avian revelado contra su <i>governador</i> <i>señor</i> de <i>La Puna</i>. Aperçivio toda su gente de guerra y toma sus <i>capitanes</i> e ynbialos que bayan haçia [a]lla poco a poco y el quedose en el <i>Cuzco</i> con su hijo el <i>Guascar</i> que era el mayorazgo y ordeno que quedasen por sus ayos y <i>governadores</i> <b>Ylla Oma Tizo</b>, su primo <i>Yupangui</i>, tambien su primo <i>señor</i> de <i>Urcos</i> y [de] <i>Moyna</i>. 	46v	198
ynca/yncas/inga/ynga/yngas	Almagro saliose del <i>Cusco</i> con toda su gente y el <b>ynca</b> quisose ir con el y dejo dos de a caballo que lo llevasen y sacaronlo una noche y llevaronlo hasta la angostura de Mayria [sic por <i>Moyna</i>]. Como Juan Pizarro lo supo salio tras el con diez de a caballo y tornolo al <i>Cusco</i>	17r	138
ynca/yncas/inga/ynga/yngas	porque no le llevasen el <b>inga</b> Almagro al <i>Chile</i> porque entendio averle prometido el <b>inga</b> a Almagro mas cantidad de oro que lo que <i>Atabalipa</i> avia dado en <i>Cajamaica</i> y todo en texuelos de oro	17v	139
ynca/yncas/inga/ynga/yngas	Venido Hernando de Piçarro subiose al <i>Cusco</i>; llebo consigo a Gomez de Tordoa [sic por Tordoya] y otros muchos - y hallo al <b>inga</b> preso y por hacerse amigo de el le solto pero todavia le puso guarda y dio la bara de corregidor a Gomez de Tordoya.	17v-18r	139-140
ynca/yncas/inga/ynga/yngas	Dixole Hernando de Piçarro [a Mango Inga] que avia dicho [Guascar] antes que muriese que, si le daban el <i>señorio</i> y la <i>borla</i> de la tierra, que él daria más que su hermano <i>Atabalipa</i> avia dado como no le quebrasen bagisas [sic por vasijas] de oro / y plata, el <b>inga</b> [Mango Inga] le respondio que en aquel tiempo hera mochacho y que no tenia cuenta con ello y sus tios Ylaoma [sic por <i>Villac Umu</i>] [y] <i>Quiso Yupangue</i>, <i>señores</i>, lo avian escondido y que ya heran muertos	18r/18v	140-141
ynca/yncas/inga/ynga/yngas	como el <b>ynga</b> tuvo çercado el <i>Cusco</i>, despacho gente a çercar esta <i>çibdad</i> de Los Reyes y pusieronla en tal estremo questubo en terminos para se perder sy no fuera por...	19r	142
ynca/yncas/inga/ynga/yngas	Así encaminada su gente de doze en doçe como digo vinieron proueidos de todo lo nesçesario y el quedose a la postre con algunos capitanes; luego se supo de su venida y como lo supiese el <b>ynga</b> que estaba sobre el <i>Cuzco</i> y lo tenia zercado, alço el çerco y fuese al valle de <i>Tanpo</i> a verse con el adelantado y enviole sus <i>mensajeros</i> a hazerle saver el agravio que le avian hecho y sínjusticia y mal tratamiento y estuvole esperando el adelantado en el valle de <i>Urcos</i>.	21r	146
ynca/yncas/inga/ynga/yngas	como se temiese el <b>ynga</b> no le osó salir a ver [a Hernando Pizarro] pero embiose a quexar de Hernando Piçarro y sus hermanos de los rouos y malos tratamientos que le avian hecho.	21r	146
ynca/yncas/inga/ynga/yngas	Y como lo supo [Almagro], mandole çercar la <i>casa</i> que hera vn <i>galpon de yndios</i> y manda que le prendan [a Hernando Pizarro]. No falto algun bellaco de la gente del Adelantado [Almagro] por do se quemo el <i>galpon</i> y le prendieron. Mando [Almagro] hazer ynformaçion contra el [Hernando Pizarro] por los malos tratamientos del <b>ynga</b> y rouos que avian hecho; allo tantas cosas contra el que se espantavan; y Hernando Piçarro, algunas joyas conoçidas de oro y plata y las ropas del <b>ynga</b>, mando dar a Diego Maldonado, alcalde, que las tuviese en deposito para dar su residençia en su tiempo.	21v	147
ynca/yncas/inga/ynga/yngas	[Françisco Piçarro] encaminolos que se fuesen haçia <i>La Nasca</i> por los llanos y el quedose en <i>Lima</i> y embio con alguna gente a Montenegro, vecino que fue a los atadillos [sic por <i>atauillos</i>] y Guanico [sic por <i>Guanuco</i>] y diese guerra a vn <i>Hilla Topa</i> <b>ynga</b> que andaba por ay perturbando el serviçio de los <i>yndios</i> y el governador [Almagro] fuese tras el licençiado Espinosa y los mas capitanes y alcançolos en el valle de Hinche [sic por <i>Chincha</i>]. Fueronse todos haçia <i>La Nasca</i>.	22r	148
ynca/yncas/inga/ynga/yngas	No se les consienta que bivan viçiosamente sino que trabajen y se egerçiten en haçer lo que solian en tiempo pasado quando el <b>ynga/b> los governava porque si otra cosa se les consyente sera gran perjuiçio de la republica y suya y ansi ternan y ganaran 	28v	161
